"id";"text";"screen_name";"created_at";"geo";"in_reply_to_screen_name";"source"
"198376294004700000";"APPLE iPHONE 4S NERO BIANCO 16GB IN ABBONAMENTO TOP 400 H3G DA 29€ MESE A ZERO € 885909525485 su eBi _@URL";"cellularmaniait";"2012-05-04 14:39:00";"";"";"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>"
"198376296282210000";"#followfriday #RT Samsung Galaxy S3 sets up 'two horse race' with Apple _@URL";"Eloisa36813";"2012-05-04 14:39:01";"";"";"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>"
"198376298282890000";"_@username I just had a nutrigrain bar and I'm bout to have some waffles and apple juice";"MIZZFEISTY86";"2012-05-04 14:39:01";"";"Nockturn315";"<a href=""http://levelupstudio.com/plume"" rel=""nofollow"">Plume for Android</a>"
"198376298744270000";"#followfriday #RT Samsung Galaxy S3 sets up 'two horse race' with Apple _@URL";"Fredericka_bom";"2012-05-04 14:39:01";"";"";"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>"
"198376299507620000";"&lt;iframe src=""http://widgets.itunes.apple.com/itunes.html";"hheatherhh";"2012-05-04 14:39:01";"";"";"<a href=""http://twitter.com/#!/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
"198376301416030000";"#followfriday #RT Samsung Galaxy S3 sets up 'two horse race' with Apple _@URL";"Deborah03503";"2012-05-04 14:39:02";"";"";"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>"
"198376301428610000";"RT _@username للأيفون";"alfreegy";"2012-05-04 14:39:02";"";"";"<a href=""http://twitter.com/#!/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
"198376302712080000";"The Apple Way: 12 Management Lessons from the World's Most Innovative Company, 4-cd set: This insightful book di... _@URL";"TEAMFOLLOWBACKD";"2012-05-04 14:39:02";"";"";"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>"
"198376305987830000";"#followfriday #RT Samsung Galaxy S3 sets up 'two horse race' with Apple _@URL";"Lachelletari";"2012-05-04 14:39:03";"";"";"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>"
"198376307816530000";"Apple Ipad Video Tutorial | Autodesk Sketchbook Pro for iPad _@URL";"techhelpguys6";"2012-05-04 14:39:03";"";"";"web"
"198376308772840000";"Avis aux étudiants du _@username , le Réseau Stan sort son appli Iphone _@URL et son site mobile _@URL";"Feden_Nancy";"2012-05-04 14:39:04";"";"";"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>"
"198376308982560000";"#followfriday #RT Samsung Galaxy S3 sets up 'two horse race' with Apple _@URL";"Jayna72529";"2012-05-04 14:39:04";"";"";"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>"
"198376309980790000";"RT _@username “@mona1430: 



أفضل مصحف على الآيفون
طبعة مجمع الملك فهدالطبعة الزرقاء.. ( الجديدة)
كان بـ: 2.99$ 
الآن: مجاني
http://t ...";"iakoma1";"2012-05-04 14:39:04";"";"";"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>"
"198376310328920000";"RT _@username Bang &amp; Olufsen caters to the iOS crowd with Apple TV-friendly BeoPlay V1 TV ...  _@URL";"BobbyRevlely";"2012-05-04 14:39:04";"";"";"web"
"198376310941300000";"#followfriday #RT Samsung Galaxy S3 sets up 'two horse race' with Apple _@URL";"Lesleesoi";"2012-05-04 14:39:04";"";"";"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>"
"198376311406870000";"Social Contacts
لإنشاء قوائم للإتصال بأصدقاءك في التويتر والفيس
للايفون
 مجانا لفترة محدودة
http://t.co/R6K8jFrJ
نزلوة خل نشوف شنو قصته هذا";"_FaisaL88_";"2012-05-04 14:39:04";"";"";"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>"
"198376316171600000";"_@username if you like android, fine but don't be an idiot. If apple released a phone I couldn't fit in my pocket, I wouldn't buy it. Simple";"scott_evil";"2012-05-04 14:39:05";"";"Conor_utv";"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>"
"198376318356820000";"RT _@username RT _@username iTunesのGuitar Drop Riddimのコメント「どの曲もいいね！ちゃんとレゲエだし。こんな日本語のレゲエは好き」いいね〜！http://t.co/HJh6GNhq";"surftripper";"2012-05-04 14:39:06";"";"";"<a href=""http://twtr.jp"" rel=""nofollow"">Keitai Web</a>"
"198376321569650000";"RT _@username أفضل مصحف على الآيفون
(طبعة مجمع الملك فهد)الطبعة الزرقاء
كان بـ:2.99$
الآن:مجاني
http://t.co/yRZl4iVL
رتويت ليعم الاجر ...";"ETHO_24";"2012-05-04 14:39:07";"";"";"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>"
"198376323717140000";"$AAPL MAY12 monthly options open interest updated _@URL";"dlcmh";"2012-05-04 14:39:07";"";"";"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>"
"198376325629750000";"_@username don't even like apple juice, #illfornoreason";"hellokatiekatie";"2012-05-04 14:39:08";"";"littlemissgumus";"<a href=""http://twitter.com/#!/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
"198376326082740000";"#followfriday #RT Samsung Galaxy S3 sets up 'two horse race' with Apple _@URL";"Phung65872";"2012-05-04 14:39:08";"";"";"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>"
"198376328041470000";"私のショップに遊びに来てね！ _@URL 見に行く→http://t.co/ozqWIbBG #コーデdeマイショップ";"kanzaki0826";"2012-05-04 14:39:08";"";"";"<a href=""http://www.coordemyshop.jp/"" rel=""nofollow"">コーデdeマイショップ♪+</a>"
"198376329127790000";"Apple: el 8,8% del mercado, pero el 73% de las ganancias _@URL";"interneticias";"2012-05-04 14:39:08";"";"";"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>"
"198376330310590000";"RT _@username [RT이벤트(~5/3)] 다양한 디자이너분들의 일러스트가 담긴 핑크팩 엔딩이 패치되었습니다. _@URL 내일까지 이 트윗을 RT해주신 주인님 중 한 분께 추첨으로 문화상품권(3만원)";"tlsql25";"2012-05-04 14:39:09";"";"";"<a href=""http://twtkr.com"" rel=""nofollow"">twtkr</a>"
"198376334949500000";"#followfriday #RT Samsung Galaxy S3 sets up 'two horse race' with Apple _@URL";"Violette05694";"2012-05-04 14:39:10";"";"";"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>"
"198376336266500000";"Konum belirleme sadece apple'da mı yapılıyor arkadaşlar?";"fckingpussy";"2012-05-04 14:39:10";"Turkey";"";"web"
"198376336287480000";"#followfriday #RT Samsung Galaxy S3 sets up 'two horse race' with Apple _@URL";"Contessastar";"2012-05-04 14:39:10";"";"";"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>"
"198376336748850000";"More like impossible! RT _@username This is unbelievable. _@username Apple and Samsung get 99% of the total ... _@URL";"i_killed_samson";"2012-05-04 14:39:10";"";"";"<a href=""http://ubersocial.com"" rel=""nofollow"">UberSocial for BlackBerry</a>"
"198376337839370000";"I'm sooo excited for apple blossom. Haha NOT, wish it was over.";"getlike_emi";"2012-05-04 14:39:11";"";"";"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
"198376345812730000";"Ok... Just ordered the new iPad. I swear Apple needs to reimburse me! iPhone + MacBook Pro! And now he new iPad! I'm a nerd! Just for fun.";"marioogle";"2012-05-04 14:39:12";"";"";"<a href=""http://twitter.com/#!/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
"198376345884050000";"_@username 
@_uniQum Download nu gratis de windows 8 beta via // rot even heel gauw op ik gebruik Apple.";"_uniQum";"2012-05-04 14:39:13";"Reimerswaal";"win8beta1";"web"
"198376346852930000";"Samsung quiere ser como Apple - _@URL";"iPhoneVinotinto";"2012-05-04 14:39:13";"";"";"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>"
"198376349138820000";"“@JorgeGdelArco: Esto es una manzana de Bilbao :-): El tamaño de Apple #infografía _@URL #curiosidades via _@username #biggest";"sande_jose";"2012-05-04 14:39:13";"";"";"<a href=""http://twitter.com/#!/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
"198376352968230000";"Apple rumors: new iPhone, impending 'big' event _@URL";"Flavio58";"2012-05-04 14:39:14";"";"";"<a href=""http://ifttt.com"" rel=""nofollow"">ifttt</a>"
"198376356160090000";"IEC S Video &amp; ADB Bottom Angle Adp: product description:S Video ( SVHS ) or Apple™ Desktop Bus Bottom Angle Adap... _@URL";"Merrileemnv";"2012-05-04 14:39:15";"";"";"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>"
"198376366125740000";"$SBUX News: US HOT STOCKS: Apple, Whirlpool, First Solar, Starbucks _@URL #Apple #first";"FastFoodStocks";"2012-05-04 14:39:17";"";"";"<a href=""http://www.fastfoodstocks.com"" rel=""nofollow"">fastfoodstocks.com</a>"
"198376366406770000";"RT _@username Only Apple could deliver this kind of innovation in such a beautiful, integrated and easy to use way.We are just get ...";"Xrhstos_Lito";"2012-05-04 14:39:17";"";"";"web"
"198376368143220000";"Yay! RT _@username Episode 26 of _@username has Email Bullying, Filthy Cloacas, Child Plagiarism &amp; Suicide. _@URL";"Molecat84";"2012-05-04 14:39:18";"";"";"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>"
"198376371364440000";"Baking a apple pie";"Lily_GerardB";"2012-05-04 14:39:19";"";"";"<a href=""http://twitter.com/#!/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
"198376374430470000";"RT _@username Où de façon implicite ils traitent les Apple Users de moutons. Donc en gros Le slogan de samsung est une attaque directe à  ...";"LiLyXcherry_84";"2012-05-04 14:39:19";"";"";"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
"198376381195880000";"Want to test the new Macbook Air? Apple needs beta testers, sign up here: _@URL";"Jonell_Grossete";"2012-05-04 14:39:21";"";"";"web"
"198376383171400000";"Yea I'd like some apple Jews";"ChrisAbel21";"2012-05-04 14:39:21";"";"";"<a href=""http://twitter.com/#!/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
"198376384358400000";"Apple Digital AV Adapter (MC953ZM/A) - Put your slides, movies, photos, and... _@URL #(MC953ZMA) #Adapter #Apple #AV";"CellphoneE";"2012-05-04 14:39:22";"";"";"<a href=""http://www.ajaymatharu.com/"" rel=""nofollow"">Tweet Old Post</a>"
"198376385025280000";"&gt; Navigon Car Kit  Kfz-Halterung (Autohalterung und Kfz-Ladekabel) für Apple iPhone 4/4S:  _@URL";"ClaudiaAbendni";"2012-05-04 14:39:22";"";"";"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>"
"198376384920430000";"Apple Recalls Recently Sold UK Mac Pros _@URL";"deepakabhishek2";"2012-05-04 14:39:22";"";"";"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>"
"198376386262610000";"_@username esa es mi memuuu asi daleee, el sabado te veo en apple?";"luuperaltaa";"2012-05-04 14:39:22";"";"devotomechi";"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>"
"198376389764860000";"LOVERS AMBITION! Available on iTunes _@URL";"rebelliousmindz";"2012-05-04 14:39:23";"";"";"web"
"198376392503740000";"Pink Lady »»» ☀ #Apple";"M11nty";"2012-05-04 14:39:24";"";"";"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>"
"198376393694910000";"今ヒマ!?待つだけで大冒険を楽しめる『モンスターを集めてまいれ!2』無料配信中 _@URL #monnatsu2";"sta1ttttt";"2012-05-04 14:39:24";"";"";"<a href=""http://itunes.apple.com/us/app/hunt-the-monsters!-2/id501289786?mt=8&uo=4"" rel=""nofollow"">HUNT THE MONSTERS! 2 on iOS</a>"
"198376394835770000";"Jus got done brushin ma baby's teeth n now him eatin apple jacks n drinking milk :)";"BadYellowBone2x";"2012-05-04 14:39:24";"";"";"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
"198376393388720000";"RT _@username I need your opinion now guys";"nuraalz";"2012-05-04 14:39:24";"";"";"<a href=""https://chrome.google.com/extensions/detail/encaiiljifbdbjlphpgpiimidegddhic"" rel=""nofollow"">Silver Bird</a>"
"198376395422970000";"APPLE iPHONE 4S NERO BIANCO 16GB TOP 400 H3G DA 29€ MESE A ZERO € 885909525485 su _@URL Italia _@URL via _@username";"cellularmaniait";"2012-05-04 14:39:24";"";"";"<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>"
"198376400405790000";"Snap-on Rubber Coated Case for Apple® iPhone® 4 4S 4GS 4G AT&amp;T / Verizon, Pink / Black Reviews _@URL";"flatscreentv1";"2012-05-04 14:39:25";"";"";"<a href=""http://www.networkedblogs.com/"" rel=""nofollow"">NetworkedBlogs</a>"
"198376401081080000";"Camera Roll Sync Issue: Hi all,  I am new to the Apple world and seem to have difficulty syncing my images.  

W... _@URL";"drawmojo1";"2012-05-04 14:39:26";"";"";"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>"
"198376401605370000";"Ctfuuu ! RT _@username I like how they give us one gulp of apple juice";"PrettyPDanielle";"2012-05-04 14:39:26";"";"";"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>"
"198376402154820000";"RT _@username Apple Jacks&gt;&gt;&gt;";"Dominic_Smith11";"2012-05-04 14:39:26";"";"";"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
"198376402968530000";"_@URL";"BigtMobile";"2012-05-04 14:39:26";"";"";"web"
"198376403811570000";"RT _@username #Follow _@username #ReTweet dit Bericht &amp; #Win een #Apple #iPad 3 #Verloting onder de 1e 13.333 #Followers #Win Jij? #R ...";"kruidjeroer";"2012-05-04 14:39:26";"";"";"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>"
"198376406466570000";"RT _@username Well Samsung just copied Siri (S Voice), AirPlay (AllShare), iCloud (S Cloud), iTunes Match (Scan and Match), Apple St ...";"Midaskwant";"2012-05-04 14:39:27";"";"";"<a href=""http://twitter.com/#!/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
"198376412552500000";"RT _@username Apple is back in Dan Loeb's top 5 positions as of April 30, at #4";"iamvinnyp";"2012-05-04 14:39:28";"";"";"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>"
"198376411973680000";"smooooch・∀・をプレー！ Score:749 AR:96.2 #rb_plus _@URL うっしゃーー！！ _@URL";"kamaboko_a";"2012-05-04 14:39:29";"";"";"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>"
"198376416054740000";"根性・運命・人生・カルマ、何でもいいから信じること。点が繋がって道となることを信じることで、心に確信を持てるんです。たとへ人と違う道を歩むことになっても。信じることで全てのことは、間違いなく変わるのです。（Apple　創始者　ｽﾃｨｰｳﾞ･ｼﾞｮﾌﾞｽ）";"mavami37";"2012-05-04 14:39:29";"";"";"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>"
"198376420702040000";"The apple juice gods have answered my call again. #iloveapplejuice";"tesssssssabug";"2012-05-04 14:39:30";"";"";"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
"198376421024990000";"أفضل مصحف على الآيفون (طبعة مجمع الملك فهد) الطبعة الزرقاء كان بـ: 2.99$ الآن: مجاني _@URL نزلته او مانزلته انشر 
رتويييت";"sami_enzy";"2012-05-04 14:39:30";"";"";"<a href=""http://twitter.com/#!/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
"198376420970470000";"ファミコン世代に懐かしのドット絵放置ゲー『モンスターを集めてまいれ！』無料配信中 _@URL";"makoto_116";"2012-05-04 14:39:30";"";"";"<a href=""http://itunes.apple.com/jp/app/id491657299?mt=8"" rel=""nofollow"">HUNT THE MONSTERS</a>"
"198376423105380000";"Cehhhh. Haha RT""@AishaAzmn: Apple Afif ni kalau boleh mesti nak ada ""hahahahaahahhahahahaa"" kat belakang padahal benda taklawak -.-""";"Nursyafezaaa";"2012-05-04 14:39:31";"";"";"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>"
"198376422832740000";"RT _@username Apple: el 8,8% del mercado, pero el 73% de las ganancias _@URL #ultimahora";"soniucayoscar";"2012-05-04 14:39:31";"";"";"<a href=""http://twitter.com/#!/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
"198376425823270000";"RT _@username Apple社とMicrosoft社の仲直り _@URL";"Revi3865";"2012-05-04 14:39:32";"";"";"<a href=""http://twitter.com/#!/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
"198376429241650000";"HP supera a Apple en venta mundial de ordenadores _@URL";"socmac";"2012-05-04 14:39:33";"";"";"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>"
"198376431028400000";"Apple и Samsung получают 99% глобальных доходов от продажи телефонов _@URL";"Vadicom";"2012-05-04 14:39:33";"";"";"web"
"198376431301040000";"Android tablet shipments slump in Q1, Apple iPad dominates - Silicon Republic _@URL";"Marktabletmode";"2012-05-04 14:39:33";"";"";"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>"
"198376435621170000";"#Apple sluist miljarden belastinggeld weg via Nederland _@URL";"peterlangela";"2012-05-04 14:39:34";"";"";"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>"
"198376436208390000";"Oracle Bypasses Apple, Brings Java Fix Directly To Mac Users - ITProPortal _@URL";"TopAppleFan";"2012-05-04 14:39:34";"";"";"<a href=""http://applefan.toprealtime.net"" rel=""nofollow"">TopAppleFan</a>"
"198376436598450000";"Apple confirms OpenStreetMaps usage in iPhoto - SlashGear _@URL #mobilenews";"Stunapps";"2012-05-04 14:39:34";"";"";"<a href=""http://www.facebook.com/stunningapps"" rel=""nofollow"">Stunningapps.net</a>"
"198376436569080000";"Apple HDTV: Release erst im Jahr 2014? _@URL #iPhone #News #Apple";"_iPhone_Tipps";"2012-05-04 14:39:34";"";"";"<a href=""http://geocaching-handbuch.de"" rel=""nofollow"">_iPhone_Tipps</a>"
"198376436715900000";"RT _@username Apple's sales revealed that more iPhones are sold than there are people born every day!";"znGRENADE";"2012-05-04 14:39:34";"";"";"<a href=""http://twitter.com/#!/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
"198376438213260000";"フォロー返し100％です！ #キンドル #ﾌｫﾛｰﾐｰ #ツイッター #Kpop #指原莉乃 #bookmeter #KARA #apple #西川貴教 #android #ntb #ghibli #渡辺 #suidou #FF12 #carrist_wish #madoka";"marimari_1123";"2012-05-04 14:39:34";"";"";"<a href=""http://mt4torisetu.blog.fc2.com/"" rel=""nofollow"">app for Kindle</a>"
"198376442055250000";"The Morning Download: CIOs, Facebook's IPO, and the Decline of Apple - Wall Street Journal (blog) _@URL";"SuperGlueStudio";"2012-05-04 14:39:35";"";"";"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>"
"198376442160090000";"Considering how many buyers I've referred to Apple in the last few weeks, it'd be nice if they gave commission!";"davey";"2012-05-04 14:39:36";"";"";"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>"
"198376444869610000";"RT _@username I want some apple bees tonight";"thatDeal_";"2012-05-04 14:39:36";"";"";"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
"198376450229930000";"Anong APT?? _@username Apple Pangit Tae..
ahahah:)) LOLXD";"Lovely_Arga";"2012-05-04 14:39:37";"";"";"web"
"198376451911860000";"Apple&amp;#39;s Mac App Store Passes 10,000 Apps";"MacintoPBI";"2012-05-04 14:39:38";"";"";"web"
"198376452436140000";"Pink Flower Garden Design Protective 2 Piece Crystal Case Cover for Apple iPod Touch 4th Generation (8GB, 16GB, ... _@URL";"BrittaHasgillA_";"2012-05-04 14:39:38";"";"";"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>"
"198376457544810000";"850mAh Battery for Apple Ipod Video 5th Generation 60GB 80GB:  _@URL";"CarmelPincusNP0";"2012-05-04 14:39:39";"";"";"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>"
"198376459029590000";"Apple's iPhone 4S available for $114 at some Walmarts: Walmart appears to be dropping the prices on its iPhone 4 and... _@URL";"injvstice";"2012-05-04 14:39:39";"";"";"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>"
"198376461311290000";"_@username when the core to your apple is said to do something he'll do it :p";"HarryPearson94";"2012-05-04 14:39:40";"";"tommywaite18";"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>"
"198376464683510000";"The Morning Download: CIOs, Facebook's IPO, and the Decline of Apple - Wall Street Journal (blog) _@URL";"TrepLaw";"2012-05-04 14:39:41";"";"";"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>"
"198376462775100000";"RT _@username مصحف
(طبعة مجمع الملك فهد)
الطبعة الزرقاء كان بـ: 2.99$
الآن: مجاني
لفترة محدودة

 _@URL _@username ...";"fahad_zarot";"2012-05-04 14:39:41";"";"";"<a href=""http://twitter.com/#!/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
"198376467032310000";"I tasted Snapp &amp; it felt like apple juice. But i'm being told ni panty remover pia... Hmmm:)";"gadobryan";"2012-05-04 14:39:41";"";"";"<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>"
"198376468559040000";"_@username word, I am with an apple mac";"arashmazinani";"2012-05-04 14:39:42";"";"cogara";"web"
"198376470232560000";"I liked a _@username video _@URL Madtv -  Apple I-rack";"ridzuanayman";"2012-05-04 14:39:42";"";"";"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>"
"198376471163720000";"Apple, Samsung Ordered to Reduce Patent Disputes _@URL";"PatentlyApple";"2012-05-04 14:39:42";"";"";"<a href=""http://www.typepad.com/"" rel=""nofollow"">TypePad</a>"
"198376473894200000";"Apple bottom jeans,boots with the furrr";"MikeVosburgh";"2012-05-04 14:39:43";"";"";"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
"198376477417420000";"iPhone向け短編小説アプリ『試験管の口を愛する男の話』http://t.co/Dos9ZOaD 
　試験管の口に自分の唇を寄せて微笑む博士。彼の作る薬が人類を滅ぼしたのか？　それとも救ったのか？";"wataken2003";"2012-05-04 14:39:44";"";"";"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>"
"198376478138830000";"兵士集めツイート中http://t.co/JzqupmxT #monnatsu2";"nanboy777";"2012-05-04 14:39:44";"";"";"<a href=""http://itunes.apple.com/us/app/hunt-the-monsters!-2/id501289786?mt=8&uo=4"" rel=""nofollow"">HUNT THE MONSTERS! 2 on iOS</a>"
"198376478986080000";"※オーストラリア・カナダのiPhoneだからといって、全商品がSIMフリーなわけではありません。”Apple販売の正規品のみ”がSIMフリーとなっています。見た目が変わらないので見極めは難しいですが、購入する際はご注意を。http://t.co/WDGlnzBj";"smartphone_bb";"2012-05-04 14:39:44";"";"";"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>"
"198376481766910000";"taking forever to download stuff into ipod (thats why i hate apple) and i cannot download drama cos my ipod is old? Fyou apple";"misterchul";"2012-05-04 14:39:45";"";"";"web"
"198376482274410000";"Games = Game Center Apple Versi Blackberry untuk BB 10 hmmm. _@URL";"GameSaku";"2012-05-04 14:39:45";"";"";"<a href=""http://timely.is"" rel=""nofollow"">Timely by Demandforce</a>"
"198376483524330000";"RT _@username Siri stolið frá Apple, fannst í vinnubúðum Samsung: Samsung kynnti eins og fram hefur komið Galaxy III S símann ... _@URL ...";"mer_finnst";"2012-05-04 14:39:45";"";"";"<a href=""http://kaninka.net/pallih"" rel=""nofollow"">Mér finnst</a>"
"198376488075140000";"Steve Jobs as FDR: Never-before-seen footage shows Apple leader playing American president in spoof of iconic _@URL";"livepersonscocc";"2012-05-04 14:39:46";"";"";"<a href=""http://www.linksalpha.com/"" rel=""nofollow"">LinksAlpha</a>"
"198376489870300000";"Find yours now! Your Apple iPad 2 Tablet 16GB Wifi - _@URL";"NewiPadsForSale";"2012-05-04 14:39:47";"";"";"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>"
"198376490411380000";"Apple confirms OpenStreetMaps usage in iPhoto _@URL";"livepersonscocc";"2012-05-04 14:39:47";"";"";"<a href=""http://www.linksalpha.com/"" rel=""nofollow"">LinksAlpha</a>"
"198376490642060000";"#np : Led Apple - Hope";"Kartiika_05";"2012-05-04 14:39:47";"";"";"<a href=""http://www.writelonger.com"" rel=""nofollow"">Write Longer</a>"
"198376491287990000";"Van Gogh Art The restaurant de la siren Laptop Sleeve - Note Book sleeve - Apple iPad - Apple iPad 2 - Android s... _@URL";"tumuwopen";"2012-05-04 14:39:47";"";"";"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>"
"198376491422200000";", AmazonBasics Stylus for Touchscreen Devices Including Kindle Fire, Apple iPad 2, the New iPad, Motorola Xoom, ... _@URL";"TamarLingg7Ny_";"2012-05-04 14:39:47";"";"";"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>"
"198376492323960000";": 3 Pack of Premium Crystal Clear Screen Protectors for Apple iPad:  _@URL";"TamarLingg7Ny_";"2012-05-04 14:39:47";"";"";"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>"
"198376492428830000";"Steve Jobs rallies the Apple troops in newly discovered 1984 ...: Everyone remembers '1984,' the advertisement t... _@URL";"AppleElectroics";"2012-05-04 14:39:47";"";"";"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>"
"198376494748280000";"Van Gogh Art Interior of a Restaurant Laptop Sleeve - Note Book sleeve - Apple iPad - Apple iPad 2 - Android sle... _@URL";"ozybyjiv";"2012-05-04 14:39:48";"";"";"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>"
"198376494291100000";"RT _@username _@username remember when raekwon ate an apple and a worm came out of irt";"bensandusky";"2012-05-04 14:39:48";"";"";"<a href=""http://twitter.com/#!/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
"198376495620700000";"Star Wars Day May the 4th be with you apps: First up we have Star Wars: Lightsaber Duel, an app for the iPhone, iPod Touch and Apple ...";"luwismary";"2012-05-04 14:39:48";"";"";"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>"
"198376496170150000";"iPhone 5 : changement de style _@URL";"uploadeursky";"2012-05-04 14:39:48";"";"";"<a href=""http://www.news-republic.com"" rel=""nofollow"">News Republic</a>"
"198376496941900000";"Bot Farm....New word for today :-) 
 _@URL";"Mobile_Tablets";"2012-05-04 14:39:49";"";"";"<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>"
"198376497281650000";"#ipad #iphone #apple #gadgets #appleipad #appleiphone #instadaily #insta #ignation #igaddict #igdaily #photo _@URL";"DiddyMu";"2012-05-04 14:39:49";"";"";"<a href=""http://instagr.am"" rel=""nofollow"">Instagram</a>"
"198376499903080000";"Samtidigt har #XBMC-programmen sprungit om WMC på nästan alla punkter förutom TV-mottagning. Apple slängde också ut Front Row i OS X Lion.";"KarlEmilNikka";"2012-05-04 14:39:49";"";"";"web"
